2025-06-01,7
2025-06-02,5
2025-06-03,9
2025-06-04,10
2025-06-05,4
2025-06-06,7
2025-06-07,1
2025-06-08,9
2025-06-09,6
2025-06-10,9
2025-06-11,7
2025-06-12,3
2025-06-13,9
2025-06-14,12
2025-06-15,9
2025-06-16,7
2025-06-17,8
2025-06-18,11
2025-06-19,11
2025-06-20,17
2025-06-21,21
2025-06-22,12
2025-06-23,14
2025-06-24,9
2025-06-25,9
2025-06-26,4
2025-06-27,10
2025-06-28,1
2025-06-29,10
2025-06-30,2
